observation,id,year,risk_ordered,risk_binary,stock_holding,risk_ratio,age,income,retired,education_uni,education_year12,education_year11,education_year10,married,gender,children
375,102280,2002,1,0,0,0,60,50700,0,0,0,0,1,0,0,0
376,102283,2002,1,0,0,0,63,39726,0,0,0,0,0,1,1,0
377,102292,2002,1,0,0,0,25,77351,0,0,0,0,1,1,1,0
378,102303,2002,1,0,0,0,27,84000,0,0,0,0,1,1,1,0
379,102306,2002,1,0,0,1,32,109550,0,1,0,0,0,1,1,0
380,102315,2002,1,0,0,0,42,40796,0,0,0,0,0,1,1,0
381,102320,2002,1,0,0,0,33,25885,0,0,1,0,0,0,0,0
382,102327,2002,2,1,1,1,62,73032,1,0,0,0,1,1,1,0
383,102332,2002,2,1,1,0,32,54876,0,0,0,1,0,1,1,0
384,102340,2002,2,1,1,0,48,180024,0,0,0,1,0,1,1,1
385,102356,2002,1,0,0,0,58,68599,0,0,0,0,1,1,1,0
386,102359,2002,1,0,0,1,45,72701,1,0,0,0,0,0,0,0
387,102363,2002,2,1,1,1,32,155880,0,1,0,0,0,1,1,0
388,102368,2002,1,0,0,0,46,53415,0,0,0,0,1,1,1,0
389,102371,2002,1,0,0,0,39,41019,0,0,0,0,1,0,1,0
390,102373,2002,1,0,0,0,26,132000,0,0,0,1,0,1,1,0
391,102375,2002,2,1,1,1,57,63160,0,0,0,0,1,1,1,0
392,102379,2002,3,1,1,0,55,32000,0,0,0,0,1,0,1,0
393,102383,2002,3,1,1,1,41,102900,0,0,0,0,1,1,1,0
394,102386,2002,1,0,0,0,52,131995,0,0,1,0,0,1,1,0
395,102388,2002,1,0,0,0,44,44573,0,0,1,0,0,0,0,1
396,102394,2002,3,1,1,0,26,40000,0,0,0,0,1,0,1,0
397,102397,2002,1,0,0,0,39,55145,0,0,1,0,0,1,1,0
398,102399,2002,2,1,1,0,55,38400,0,0,1,0,0,0,1,0
399,102402,2002,3,1,1,1,34,61800,0,1,0,0,0,1,1,0
400,102406,2002,1,0,0,0,28,56000,0,0,0,1,0,1,1,0
401,102407,2002,2,1,1,0,39,58631,0,0,0,0,1,1,1,0
402,102416,2002,2,1,1,1,64,64204,0,0,0,0,0,1,1,0
403,102419,2002,2,1,1,1,31,43715,0,1,0,0,0,0,1,0
404,102420,2002,1,0,0,0,26,33391,0,1,0,0,0,0,0,0
405,102427,2002,1,0,0,0,28,49421,0,1,0,0,0,0,0,0
406,102437,2002,4,1,1,0,33,144000,0,1,0,0,0,1,1,0
407,102440,2002,1,0,0,0,64,12272,1,0,0,0,1,0,0,0
408,102442,2002,1,0,0,0,38,74909,0,0,1,0,0,1,1,1
409,102448,2002,1,0,0,0,61,102830,0,0,0,0,1,1,1,0
410,102459,2002,2,1,1,0,53,96294,1,0,0,0,1,1,1,0
411,102461,2002,1,0,0,1,71,23000,1,0,0,0,1,1,1,0
412,102464,2002,1,0,0,0,44,78000,0,0,0,0,1,0,1,0
413,102470,2002,1,0,0,0,73,19440,1,0,0,0,1,1,1,0
414,102473,2002,2,1,1,0,26,40891,0,0,1,0,0,1,1,0
415,102479,2002,1,0,0,1,45,11102,1,0,0,0,1,0,1,0
416,102480,2002,1,0,0,0,63,25401,1,0,0,0,1,1,1,0
417,102487,2002,2,1,1,1,53,210465,0,0,1,0,0,1,1,0
418,102493,2002,2,1,1,0,42,37688,0,0,1,0,0,1,1,0
419,102498,2002,1,0,0,0,28,53000,0,0,0,1,0,1,1,0
420,102502,2002,1,0,0,0,44,113828,0,0,0,0,1,1,1,1
421,102509,2002,3,1,1,0,37,200350,0,1,0,0,0,1,1,0
422,102513,2002,1,0,0,0,45,58391,0,0,0,1,0,1,1,0
423,102518,2002,1,0,0,0,28,49000,0,0,0,0,1,0,1,0
424,102521,2002,2,1,1,1,43,393107,0,1,0,0,0,1,1,0
425,102528,2002,1,0,0,0,54,14842,0,0,0,0,1,0,0,0
426,102539,2002,1,0,0,0,55,89720,0,1,0,0,0,1,1,0
427,102544,2002,2,1,1,0,56,107400,0,0,1,0,0,1,1,1
428,102554,2002,2,1,1,0,38,76341,0,0,1,0,0,1,1,0
429,102561,2002,2,1,1,0,53,95750,0,0,0,0,1,1,1,0
430,102573,2002,1,0,0,0,44,59059,0,0,0,0,1,1,1,0
431,102575,2002,2,1,1,1,34,100536,0,1,0,0,0,1,1,0
432,102579,2002,2,1,1,1,59,15700,0,1,0,0,0,0,0,0
433,102580,2002,2,1,1,1,30,76622,0,1,0,0,0,1,1,0
434,102583,2002,2,1,1,0,48,72118,0,0,0,1,0,1,1,0
435,102591,2002,2,1,1,0,50,22750,0,1,0,0,0,0,0,0
436,102592,2002,2,1,1,0,25,41200,0,1,0,0,0,0,0,0
437,102594,2002,2,1,1,0,39,19000,0,0,0,0,1,0,1,0
438,102595,2002,3,1,1,0,34,30000,0,1,0,0,0,0,1,0
439,102596,2002,1,0,0,0,28,49070,0,0,1,0,0,1,1,0
440,102606,2002,2,1,1,1,46,56054,0,1,0,0,0,0,0,0
441,102613,2002,3,1,1,1,36,143000,0,1,0,0,0,1,1,0
442,102633,2002,2,1,1,0,59,66166,0,0,1,0,0,1,1,0
443,102638,2002,1,0,0,0,61,26000,0,0,0,0,0,1,1,0
444,102641,2002,2,1,1,0,40,100000,0,0,1,0,0,1,1,0
445,102646,2002,1,0,0,0,67,10900,1,0,0,0,0,0,1,0
446,102648,2002,2,1,1,0,36,72722,0,0,1,0,0,1,1,1
447,102652,2002,2,1,1,0,61,103373,0,1,0,0,0,1,1,0
448,102653,2002,3,1,1,1,31,55400,0,1,0,0,0,0,0,0
449,102657,2002,1,0,0,0,41,86600,0,0,1,0,0,1,1,0
450,102660,2002,3,1,1,0,43,74000,0,0,1,0,0,0,0,0
451,102661,2002,2,1,1,0,40,62508,0,0,0,0,0,1,1,0
452,102671,2002,1,0,0,1,50,114091,0,0,0,0,1,1,1,1
453,102675,2002,1,0,0,1,40,42178,0,0,1,0,0,1,1,1
454,102683,2002,2,1,1,1,45,103142,0,1,0,0,0,1,1,0
455,102695,2002,1,0,0,0,55,86071,0,0,0,0,0,0,0,0
456,102696,2002,2,1,1,0,26,71650,0,0,1,0,0,1,1,0
457,102702,2002,2,1,1,0,67,25148,1,0,0,0,1,1,1,0
458,102703,2002,2,1,1,1,50,89086,0,0,0,0,1,1,1,0
459,102705,2002,2,1,1,1,63,19400,1,0,0,0,1,0,1,0
460,102709,2002,2,1,1,0,61,20250,1,0,1,0,0,0,1,0
461,102720,2002,2,1,1,0,58,84180,0,1,0,0,0,1,1,0
462,102733,2002,1,0,0,0,55,41831,0,0,0,0,0,1,1,0
463,102735,2002,1,0,0,0,46,661976,0,1,0,0,0,1,1,1
464,102744,2002,2,1,1,1,39,47802,0,0,1,0,0,1,0,0
465,102746,2002,2,1,1,1,60,50789,1,0,0,0,0,1,1,0
466,102751,2002,1,0,0,0,70,12142,1,0,0,0,0,0,0,0
467,102755,2002,2,1,1,1,73,115400,1,0,0,0,1,1,1,0
468,102757,2002,1,0,0,0,46,50024,0,0,0,0,1,1,1,1
469,102764,2002,2,1,1,0,34,91434,0,0,0,0,1,1,1,0
470,102767,2002,1,0,0,0,66,50252,1,0,0,0,1,1,1,1
471,102771,2002,3,1,1,0,31,113426,0,1,0,0,0,1,1,0
472,102784,2002,1,0,0,0,32,37718,0,0,1,0,0,1,1,0
473,102791,2002,2,1,1,1,65,28000,1,0,0,0,1,1,1,0
474,102798,2002,2,1,1,1,50,95801,0,1,0,0,0,1,1,0
475,102802,2002,3,1,1,0,66,19060,1,0,0,0,1,1,1,0
476,102807,2002,2,1,1,1,64,6820,1,0,0,0,0,0,1,0
477,102809,2002,1,0,0,0,37,107710,0,0,0,0,1,1,1,0
478,102814,2002,1,0,0,1,41,38122,0,0,1,0,0,1,1,0
479,102818,2002,1,0,0,0,35,45306,0,0,0,0,1,0,0,1
480,102826,2002,3,1,1,0,52,55123,0,0,1,0,0,1,1,0
481,102828,2002,1,0,0,0,33,19951,0,0,0,1,0,0,0,0
482,102829,2002,2,1,1,1,36,69122,0,1,0,0,0,0,1,0
483,102839,2002,1,0,0,0,32,14100,0,0,0,1,0,0,1,0
484,102842,2002,1,0,0,0,44,56000,0,1,0,0,0,0,0,0
485,102850,2002,1,0,0,0,41,60529,0,0,1,0,0,0,0,1
486,102854,2002,2,1,1,0,54,123422,0,0,0,0,0,1,1,0
487,102858,2002,1,0,0,0,26,39000,0,0,1,0,0,0,1,0
488,102862,2002,2,1,1,1,66,15379,1,0,0,0,1,0,0,0
489,102863,2002,3,1,1,0,37,107000,0,1,0,0,0,1,1,0
490,102868,2002,2,1,1,0,59,19860,0,0,0,0,0,1,1,0
491,102872,2002,1,0,0,0,44,51630,0,0,0,1,0,1,1,1
492,102876,2002,2,1,1,0,26,67000,0,0,1,0,0,0,1,0
493,102884,2002,1,0,0,1,32,103524,0,0,0,0,1,1,1,0
494,102885,2002,3,1,1,1,43,138546,0,1,0,0,0,1,1,1
495,102895,2002,1,0,0,0,47,84030,0,0,0,0,1,1,1,0
496,102900,2002,1,0,0,0,70,13356,1,0,0,0,0,0,1,0
497,102907,2002,3,1,1,0,37,65030,0,0,0,0,1,1,1,1
498,102915,2002,2,1,1,1,63,34000,1,1,0,0,0,0,0,0
499,102917,2002,3,1,1,1,44,93138,0,1,0,0,0,0,0,1
500,102919,2002,2,1,1,0,56,28062,0,0,0,0,1,1,1,1
501,102932,2002,2,1,1,0,53,83000,0,1,0,0,0,1,0,0
502,102935,2002,2,1,1,1,50,15786,0,1,0,0,0,0,0,0
503,102936,2002,1,0,0,0,33,98500,0,0,0,1,0,1,1,0
504,102938,2002,2,1,1,1,44,101980,0,0,1,0,0,1,1,0
505,102944,2002,1,0,0,1,65,105173,0,0,1,0,0,1,1,0
506,102947,2002,1,0,0,0,56,69585,1,0,0,0,0,1,1,0
507,102949,2002,1,0,0,0,61,75810,0,0,0,0,1,1,1,0
508,102952,2002,2,1,1,1,51,91545,0,0,0,0,1,0,0,1
509,102953,2002,2,1,1,1,53,141985,0,1,0,0,0,0,1,0
510,102958,2002,2,1,1,0,46,38966,0,0,0,0,1,1,1,0
511,102962,2002,3,1,1,0,40,113750,0,0,0,1,0,1,1,0
512,102966,2002,1,0,0,0,51,57382,0,1,0,0,0,1,1,1
513,102976,2002,2,1,1,1,52,88600,0,1,0,0,0,1,1,0
514,102979,2002,2,1,1,1,67,83400,1,0,0,0,1,0,1,0
515,102980,2002,1,0,0,0,35,85148,0,0,0,0,1,1,1,0
516,102984,2002,1,0,0,0,61,69696,0,0,0,0,0,1,1,0
517,102994,2002,1,0,0,0,60,61500,1,0,1,0,0,1,1,0
518,102999,2002,1,0,0,0,31,113231,0,1,0,0,0,1,1,0
519,103001,2002,1,0,0,0,33,44000,0,0,0,0,1,0,0,0
520,103012,2002,1,0,0,0,58,72500,0,0,0,0,0,1,1,0
521,103015,2002,1,0,0,0,70,21690,1,0,0,0,1,1,1,0
522,103017,2002,1,0,0,0,73,15150,0,0,0,0,0,1,1,0
523,103022,2002,1,0,0,0,29,78874,0,0,0,0,0,1,1,0
524,103026,2002,1,0,0,0,54,63697,0,0,0,0,1,1,1,0
525,103036,2002,2,1,1,1,39,128155,0,1,0,0,0,1,1,0
526,103040,2002,1,0,0,0,63,11102,1,0,0,0,0,0,1,0
527,103048,2002,1,0,0,0,32,55000,0,0,0,0,1,0,0,0
528,103049,2002,2,1,1,0,35,100000,0,0,1,0,0,1,1,0
529,103054,2002,4,1,1,1,41,153000,0,1,0,0,0,0,1,0
530,103057,2002,2,1,1,0,60,134393,0,0,1,0,0,1,1,0
531,103065,2002,1,0,0,0,59,36940,1,0,0,0,0,1,1,0
532,103069,2002,2,1,1,0,41,54000,0,0,1,0,0,0,1,0
533,103073,2002,1,0,0,0,33,50615,0,0,0,1,0,0,1,0
534,103080,2002,3,1,1,1,53,3832,0,0,0,1,0,1,1,0
535,103090,2002,2,1,1,0,54,99000,0,1,0,0,0,1,1,0
536,103094,2002,2,1,1,0,48,134862,0,1,0,0,0,1,1,0
537,103106,2002,1,0,0,0,66,37957,1,0,0,0,0,1,1,0
538,103109,2002,2,1,1,0,49,36305,0,0,1,0,0,1,1,1
539,103118,2002,1,0,0,0,37,85058,0,0,0,0,1,1,1,0
540,103121,2002,2,1,1,0,49,25942,0,0,0,1,0,0,0,0
541,103122,2002,1,0,0,0,60,18460,1,0,0,0,0,1,1,0
542,103124,2002,1,0,0,0,71,11800,1,0,0,0,1,0,0,0
543,103127,2002,2,1,1,0,65,60000,1,0,0,0,1,1,1,0
544,103134,2002,1,0,0,0,31,16280,0,0,0,1,0,1,1,0
545,103136,2002,1,0,0,0,40,89204,0,0,0,0,1,1,1,0
546,103157,2002,2,1,1,0,46,52330,0,0,0,1,0,1,1,0
547,103159,2002,1,0,0,0,28,45960,0,1,0,0,0,0,1,0
548,103160,2002,1,0,0,0,30,24700,0,1,0,0,0,1,1,0
549,103165,2002,2,1,1,0,66,11440,1,0,0,0,1,1,1,0
550,103169,2002,2,1,1,1,54,186613,0,1,0,0,0,1,1,1
551,103187,2002,1,0,0,1,50,70674,0,0,0,0,0,1,1,0
552,103191,2002,1,0,0,0,38,30300,0,0,0,0,1,0,0,0
553,103205,2002,2,1,1,0,31,81000,0,0,1,0,0,1,1,0
554,103207,2002,1,0,0,0,60,53000,0,1,0,0,0,0,0,0
555,103209,2002,2,1,1,1,52,95282,0,0,0,1,0,1,1,0
556,103212,2002,2,1,1,0,37,88930,0,1,0,0,0,1,1,0
557,103214,2002,1,0,0,0,45,31075,0,0,0,0,1,0,0,0
558,103219,2002,2,1,1,0,52,22811,0,1,0,0,0,1,1,0
559,103229,2002,2,1,1,1,49,40437,0,1,0,0,0,0,0,0
560,103231,2002,1,0,0,0,48,96600,0,1,0,0,0,1,1,1
561,103237,2002,2,1,1,0,37,82260,0,0,0,0,1,1,1,1
562,103249,2002,2,1,1,0,32,52979,0,1,0,0,0,0,1,0
563,103250,2002,3,1,1,0,32,79138,0,0,1,0,0,0,0,0
564,103259,2002,2,1,1,1,52,22262,0,0,0,1,0,0,1,0
565,103273,2002,2,1,1,1,50,3556,0,0,0,0,0,1,1,0
566,103275,2002,1,0,0,0,51,30020,0,0,0,0,0,1,1,0
567,103278,2002,2,1,1,1,42,90385,0,0,1,0,0,1,1,0
568,103287,2002,3,1,1,1,40,106000,0,1,0,0,0,1,1,0
569,103288,2002,3,1,1,0,55,88015,0,1,0,0,0,1,1,0
570,103294,2002,1,0,0,0,28,67848,0,1,0,0,0,1,1,0
571,103304,2002,1,0,0,0,69,14104,1,0,1,0,0,0,0,0
572,103305,2002,3,1,1,0,53,153500,0,1,0,0,0,1,1,0
573,103314,2002,1,0,0,0,47,25490,0,0,1,0,0,1,1,0
574,103326,2002,4,1,1,0,41,273300,0,1,0,0,0,1,1,0
575,103327,2002,1,0,0,0,36,45898,0,1,0,0,0,1,1,0
576,103334,2002,1,0,0,1,38,60856,0,0,0,0,1,0,0,1
577,103337,2002,3,1,1,1,36,51000,0,0,1,0,0,0,1,0
578,103344,2002,1,0,0,0,48,78606,0,1,0,0,0,1,1,1
579,103351,2002,1,0,0,0,43,21312,0,0,0,1,0,0,0,0
580,103357,2002,3,1,1,0,48,37000,0,0,0,0,1,1,1,0
581,103361,2002,2,1,1,0,29,75000,0,1,0,0,0,1,1,0
582,103371,2002,1,0,0,0,34,67869,0,1,0,0,0,0,0,0
583,103374,2002,1,0,0,0,39,90977,0,1,0,0,0,1,1,0
584,103381,2002,2,1,1,0,41,77704,0,1,0,0,0,0,0,0
585,103383,2002,2,1,1,0,47,81276,0,0,0,1,0,1,1,0
586,103387,2002,1,0,0,0,38,64638,0,0,0,0,1,1,1,0
587,103393,2002,1,0,0,0,38,65030,0,0,0,0,0,1,1,0
588,103397,2002,1,0,0,0,48,21120,0,0,0,0,1,0,1,0
589,103408,2002,3,1,1,0,64,28594,0,0,0,0,1,1,1,0
590,103420,2002,1,0,0,0,38,65058,0,0,0,0,0,1,1,0
591,103427,2002,3,1,1,0,43,109874,0,0,0,0,0,1,1,1
592,103431,2002,2,1,1,0,32,87000,0,1,0,0,0,1,1,0
593,103433,2002,2,1,1,1,30,33010,0,0,1,0,0,0,0,0
594,103438,2002,1,0,0,0,70,11700,1,0,0,0,0,0,1,0
595,103440,2002,1,0,0,0,29,53025,0,0,1,0,0,1,1,0
596,103443,2002,1,0,0,0,39,47000,0,0,0,0,1,1,1,0
597,103450,2002,3,1,1,1,49,108452,0,0,0,1,0,1,1,2
598,103455,2002,2,1,1,0,26,69548,0,0,1,0,0,1,1,0
599,103456,2002,2,1,1,0,45,72030,0,0,0,1,0,1,1,0
600,103465,2002,2,1,1,0,58,32029,1,0,0,0,1,1,1,0
601,103472,2002,3,1,1,1,55,76351,0,1,0,0,0,1,1,0
602,103475,2002,1,0,0,0,53,26327,0,0,0,1,0,0,0,0
603,103481,2002,1,0,0,1,65,107198,1,0,0,0,1,1,1,0
604,103492,2002,3,1,1,0,41,93268,0,1,0,0,0,1,1,0
605,103502,2002,2,1,1,0,31,42000,0,1,0,0,0,1,1,0
606,103518,2002,3,1,1,1,38,72073,0,1,0,0,0,0,0,0
607,103519,2002,1,0,0,1,72,10208,1,0,0,0,0,0,0,0
608,103546,2002,1,0,0,1,73,14120,1,0,0,0,0,0,1,0
609,103554,2002,2,1,1,0,61,12812,0,0,0,0,0,1,1,0
610,103558,2002,1,0,0,1,59,50305,0,0,0,0,0,1,1,0
611,103563,2002,3,1,1,0,58,112244,0,0,0,0,1,1,1,0
612,103564,2002,2,1,1,1,31,89600,0,0,1,0,0,0,1,0
613,103565,2002,2,1,1,0,57,56600,0,1,0,0,0,0,0,0
614,103567,2002,1,0,0,0,55,100000,0,0,0,0,1,1,1,0
615,103581,2002,1,0,0,0,54,34285,0,0,0,0,1,0,1,0
616,103582,2002,2,1,1,1,39,54200,0,0,1,0,0,0,1,0
617,103600,2002,1,0,0,0,57,77800,0,0,0,0,0,1,1,0
618,103609,2002,1,0,0,1,59,63300,1,0,0,0,0,1,1,0
619,103619,2002,1,0,0,0,32,57068,0,0,0,1,0,1,1,0
620,103624,2002,2,1,1,1,46,58212,0,0,0,0,1,1,1,0
621,103627,2002,2,1,1,1,61,160480,0,1,0,0,0,1,1,0
622,103630,2002,1,0,0,0,28,61060,0,0,1,0,0,1,1,0
623,103632,2002,2,1,1,0,54,49000,0,1,0,0,0,1,1,0
624,103635,2002,2,1,1,0,47,97185,0,0,0,0,1,1,1,2
625,103642,2002,1,0,0,0,29,21203,0,0,0,0,1,0,0,0
626,103643,2002,2,1,1,0,31,27220,0,0,0,1,0,1,1,0
627,103646,2002,2,1,1,0,60,103567,0,1,0,0,0,1,1,0
628,103651,2002,2,1,1,1,68,70700,1,0,1,0,0,1,1,0
629,103656,2002,3,1,1,1,62,106801,0,0,1,0,0,1,1,0
630,103659,2002,1,0,0,0,38,40710,0,0,0,0,1,0,1,0
631,103672,2002,3,1,1,0,53,103940,0,1,0,0,0,1,1,0
632,103679,2002,2,1,1,0,26,73125,0,0,1,0,0,1,1,0
633,103681,2002,2,1,1,0,40,97300,0,0,1,0,0,1,1,0
634,103699,2002,1,0,0,0,58,52093,0,0,0,0,0,1,1,0
635,103704,2002,1,0,0,0,48,78000,0,0,0,0,1,0,1,0
636,103713,2002,1,0,0,0,71,21368,1,0,0,0,0,0,0,0
637,103725,2002,1,0,0,0,50,22498,1,0,1,0,0,0,1,0
638,103728,2002,2,1,1,0,38,58116,0,0,1,0,0,1,1,0
639,103737,2002,2,1,1,0,45,52548,0,0,0,1,0,1,1,1
640,103744,2002,1,0,0,1,52,33488,0,1,0,0,0,1,1,0
641,103747,2002,1,0,0,0,66,11661,1,0,0,0,0,0,0,0
642,103749,2002,4,1,1,1,50,52084,0,0,0,0,1,0,1,0
643,103752,2002,2,1,1,0,31,28046,0,1,0,0,0,1,1,0
644,103760,2002,2,1,1,0,31,83000,0,0,1,0,0,1,1,0
645,103762,2002,2,1,1,0,47,84818,0,1,0,0,0,1,1,1
646,103766,2002,2,1,1,0,51,43000,0,0,0,1,0,0,0,0
647,103767,2002,1,0,0,0,27,34617,0,0,1,0,0,0,0,0
648,103769,2002,1,0,0,0,50,32000,0,0,0,0,1,0,0,0
649,103773,2002,2,1,1,1,44,76109,0,0,0,1,0,0,1,0
650,103784,2002,2,1,1,0,51,54680,0,0,0,0,1,1,1,1
651,103786,2002,2,1,1,1,43,115716,0,0,1,0,0,1,1,0
652,103807,2002,2,1,1,0,44,65050,0,1,0,0,0,0,1,0
653,103808,2002,1,0,0,1,41,47506,0,0,0,0,1,0,0,0
654,103811,2002,2,1,1,0,45,52954,0,0,0,1,0,0,0,0
655,103816,2002,1,0,0,0,27,65000,0,0,1,0,0,1,1,0
656,103820,2002,1,0,0,0,46,93079,0,0,0,0,1,1,1,1
657,103826,2002,2,1,1,0,49,138981,0,1,0,0,0,1,1,2
658,103831,2002,1,0,0,0,47,23000,0,0,0,0,0,0,0,0
659,103832,2002,2,1,1,0,44,84348,0,0,1,0,0,1,1,0
660,103837,2002,1,0,0,0,25,29600,0,0,1,0,0,0,0,0
661,103844,2002,1,0,0,1,43,13876,0,1,0,0,0,0,0,0
662,103845,2002,2,1,1,0,54,32000,0,0,1,0,0,0,1,0
663,103858,2002,2,1,1,0,35,27704,0,0,0,0,0,1,1,0
664,103872,2002,2,1,1,1,59,22575,0,1,0,0,0,1,1,0
665,103874,2002,1,0,0,0,43,36000,0,0,0,0,1,0,1,0
666,103884,2002,1,0,0,0,46,83287,0,1,0,0,0,0,0,0
667,103891,2002,1,0,0,0,28,37799,0,0,1,0,0,1,1,0
668,103897,2002,2,1,1,1,60,65356,0,0,0,1,0,1,1,0
669,103903,2002,2,1,1,0,32,68980,0,0,0,1,0,1,1,0
670,103914,2002,1,0,0,0,36,74058,0,0,1,0,0,1,1,0
671,103922,2002,1,0,0,0,52,37000,0,0,0,0,1,0,0,0
672,103925,2002,2,1,1,0,37,65380,0,1,0,0,0,1,1,0
673,103928,2002,1,0,0,0,54,76640,0,0,0,0,1,1,1,0
674,103937,2002,2,1,1,0,43,60629,0,0,0,0,1,1,1,0
675,103942,2002,2,1,1,1,45,50948,0,1,0,0,0,1,1,0
676,103944,2002,1,0,0,0,27,70872,0,1,0,0,0,1,1,0
677,103950,2002,2,1,1,0,40,11772,0,0,0,0,1,0,1,0
678,103954,2002,1,0,0,0,39,46307,0,0,0,0,1,1,1,1
679,103957,2002,1,0,0,0,36,28400,0,0,0,0,0,1,1,0
680,103966,2002,2,1,1,0,50,113851,0,1,0,0,0,1,1,0
681,103971,2002,2,1,1,0,61,93130,0,1,0,0,0,0,0,0
682,103977,2002,2,1,1,0,37,54562,0,0,1,0,0,1,1,0
683,103994,2002,2,1,1,1,60,130676,1,1,0,0,0,1,1,0
684,104002,2002,2,1,1,1,44,86103,0,1,0,0,0,1,1,2
685,104005,2002,2,1,1,0,30,101500,0,0,0,1,0,1,1,0
686,104014,2002,1,0,0,0,34,6171,0,0,1,0,0,0,0,0
687,104015,2002,3,1,1,0,38,75000,0,0,0,0,1,0,1,0
688,104025,2002,2,1,1,1,65,39020,1,1,0,0,0,0,0,0
689,104034,2002,1,0,0,0,42,42213,0,0,1,0,0,0,0,0
690,104042,2002,2,1,1,1,45,68678,0,1,0,0,0,1,1,0
691,104046,2002,2,1,1,1,70,38102,1,0,1,0,0,0,1,0
692,104047,2002,1,0,0,0,63,25248,0,0,0,0,0,1,1,0
693,104049,2002,1,0,0,0,50,165113,0,1,0,0,0,1,1,0
694,104051,2002,1,0,0,0,47,64928,0,0,0,0,0,1,1,0
695,104055,2002,1,0,0,0,70,62607,1,0,0,0,0,1,1,0
696,104059,2002,2,1,1,0,34,117440,0,0,0,1,0,1,1,1
697,104063,2002,2,1,1,0,63,59540,0,0,1,0,0,1,1,0
698,104064,2002,2,1,1,0,47,91562,0,1,0,0,0,0,1,0
699,104069,2002,1,0,0,0,55,77839,0,1,0,0,0,1,1,0
700,104071,2002,1,0,0,0,42,38000,0,0,1,0,0,1,1,0
701,104086,2002,3,1,1,1,55,47000,0,0,0,0,1,1,1,0
702,104087,2002,2,1,1,1,40,136300,0,0,0,0,1,1,1,0
703,104094,2002,1,0,0,0,37,84199,0,0,0,0,1,1,1,0
704,104099,2002,2,1,1,0,55,50350,0,0,0,0,1,0,0,0
705,104106,2002,3,1,1,1,58,120708,0,0,1,0,0,0,1,0
706,104107,2002,1,0,0,0,38,62000,0,0,0,0,1,0,1,0
707,104119,2002,3,1,1,0,49,89916,0,0,0,0,1,1,1,1
708,104123,2002,2,1,1,0,29,50200,0,1,0,0,0,0,1,0
709,104125,2002,2,1,1,0,34,145400,0,0,0,0,1,1,1,0
710,104138,2002,2,1,1,1,47,158421,0,1,0,0,0,1,1,0
711,104141,2002,1,0,0,0,38,21440,0,1,0,0,0,0,0,0
712,104154,2002,3,1,1,0,40,114292,0,0,0,0,1,1,1,0
713,104159,2002,2,1,1,0,29,90000,0,0,0,1,0,1,1,0
714,104161,2002,2,1,1,1,47,109664,0,1,0,0,0,1,1,0
715,104181,2002,1,0,0,1,41,60160,0,0,1,0,0,1,1,0
716,104190,2002,2,1,1,0,27,30130,0,1,0,0,0,0,1,0
717,104192,2002,2,1,1,0,50,66921,0,0,0,1,0,1,1,1
718,104197,2002,2,1,1,0,64,100440,0,1,0,0,0,1,1,1
719,104204,2002,1,0,0,0,64,54200,0,1,0,0,0,1,1,0
720,104217,2002,1,0,0,0,46,64900,0,0,0,0,1,1,1,0
721,104228,2002,2,1,1,0,46,107980,0,1,0,0,0,1,1,2
722,104232,2002,1,0,0,0,34,60600,0,1,0,0,0,0,0,0
723,104234,2002,1,0,0,0,58,30388,1,0,0,0,1,1,1,0
724,104247,2002,2,1,1,0,45,145000,0,1,0,0,0,0,1,0
725,104256,2002,1,0,0,0,74,10790,1,0,0,0,0,0,1,0
726,104257,2002,1,0,0,0,48,85100,0,0,0,0,1,1,1,0
727,104268,2002,1,0,0,0,44,33604,0,1,0,0,0,1,1,0
728,104272,2002,1,0,0,1,35,118210,0,0,0,1,0,1,1,0
729,104275,2002,2,1,1,0,34,77651,0,0,0,1,0,1,1,0
730,104287,2002,2,1,1,0,32,33208,0,0,0,0,1,1,1,0
731,104296,2002,2,1,1,0,55,72411,1,0,0,0,1,1,1,0
732,104298,2002,2,1,1,0,29,98923,0,1,0,0,0,1,1,0
733,104302,2002,2,1,1,0,52,176063,0,0,1,0,0,1,1,3
734,104307,2002,2,1,1,1,71,21980,1,0,1,0,0,1,1,0
735,104309,2002,1,0,0,1,73,24420,0,0,1,0,0,1,1,0
736,104314,2002,3,1,1,0,28,68394,0,1,0,0,0,1,1,0
737,104316,2002,2,1,1,1,65,69140,0,0,0,0,1,1,1,0
738,104318,2002,2,1,1,1,68,8917,1,0,0,0,0,1,1,0
739,104320,2002,1,0,0,0,37,93070,0,0,0,0,1,1,1,0
740,104325,2002,2,1,1,0,30,98614,0,1,0,0,0,1,1,0
741,104350,2002,2,1,1,1,53,137600,0,0,1,0,0,1,1,1
742,104354,2002,2,1,1,1,52,168000,0,0,1,0,0,1,1,0
743,104366,2002,2,1,1,0,30,75311,0,0,0,1,0,0,1,0
744,104371,2002,1,0,0,0,28,40356,0,0,1,0,0,0,1,0
745,104372,2002,2,1,1,0,50,118056,0,0,1,0,0,0,1,0
746,104381,2002,2,1,1,0,34,41217,0,1,0,0,0,1,1,0
747,104384,2002,3,1,1,1,43,361400,0,0,1,0,0,1,1,1
748,104391,2002,1,0,0,0,40,69263,0,0,0,0,1,1,1,1
749,104394,2002,1,0,0,0,47,84458,0,1,0,0,0,1,1,0
750,104408,2002,2,1,1,0,37,148000,0,0,0,0,1,1,1,0
